Date,PM2.5,PM10,NO2,SO2,CO,O3,NH3
2018-12-18,73.87,48.55,19.64,13.49,1.1,24.64,33.53
2018-12-19,28.98,48.55,15.74,13.94,0.97,19.24,36.52
2018-12-20,48.11,48.55,16.31,10.77,0.99,21.85,46.63
2018-12-21,38.97,48.55,15.8,9.74,0.94,27.3,56.57
2018-12-22,48.35,48.55,15.84,8.34,0.84,34.56,56.85
2018-12-23,63.44,48.55,16.53,9.02,0.91,27.99,59.66
2018-12-24,67.45,48.55,16.54,10.8,1.03,37.41,61.08
2018-12-25,80.95,48.55,17.86,12.48,1.04,36.12,56.93
2018-12-26,96.38,48.55,16.16,9.28,0.93,36.73,56.87
2018-12-27,111.83,48.55,17.01,16.0,1.39,37.12,56.72
2018-12-28,68.25,48.55,16.16,11.95,1.08,32.06,32.55
2018-12-29,110.85,48.55,16.27,11.11,1.01,31.96,15.8
2018-12-30,100.68,48.55,9.74,8.52,0.8,47.92,16.09
2018-12-31,57.67,48.55,11.22,17.04,1.01,69.62,16.92
2019-01-01,122.43,48.55,13.22,18.33,0.86,56.82,28.4
2019-01-02,54.14,48.55,13.9,14.34,1.0,36.38,31.32
2019-01-03,97.13,48.55,14.86,15.54,0.99,42.23,34.77
2019-01-04,74.64,48.55,14.64,15.84,0.9,47.31,63.69
2019-01-05,74.23,48.55,13.88,11.74,0.98,48.85,57.52
2019-01-06,92.7,48.55,14.49,14.62,0.86,30.74,63.61
2019-01-07,70.73,48.55,14.19,13.32,0.86,31.93,63.64
2019-01-08,59.25,48.55,16.18,17.38,0.84,31.65,93.11
2019-01-09,98.11,48.55,13.92,12.12,0.85,46.05,191.23
2019-01-10,89.42,48.55,14.95,11.52,0.81,39.2,162.85
2019-01-11,129.92,48.55,13.7,15.08,0.9,48.29,64.09
2019-01-12,65.08,48.55,12.88,9.37,0.89,44.27,62.16
2019-01-13,38.64,48.55,12.93,13.8,1.08,41.06,63.82
2019-01-14,58.12,48.55,12.57,19.57,0.97,54.55,63.79
2019-01-15,45.89,48.55,11.56,19.9,1.2,52.62,63.11
2019-01-16,49.6,48.55,11.33,17.67,0.84,40.96,63.85
2019-01-17,68.44,48.55,11.15,17.24,0.89,50.43,63.66
2019-01-18,66.96,48.55,11.39,19.54,1.04,56.44,64.33
2019-01-19,58.99,48.55,11.74,17.95,0.89,45.77,63.91
2019-01-20,40.6,48.55,12.43,11.27,0.97,35.54,65.22
2019-01-21,65.59,48.55,12.28,9.07,0.92,39.49,48.52
2019-01-22,70.94,48.55,12.25,15.54,0.87,40.99,16.57
2019-01-23,27.64,48.55,12.07,16.66,0.87,39.45,16.84
2019-01-24,45.17,48.55,12.0,15.18,1.01,36.67,30.26
2019-01-25,28.02,48.55,12.21,8.45,0.9,27.67,65.78
2019-01-26,19.33,48.55,10.38,8.05,0.83,25.33,65.95
2019-01-27,16.58,48.55,10.66,10.56,0.97,22.97,65.49
2019-01-28,18.58,48.55,10.43,16.53,0.99,33.89,65.01
2019-01-29,41.52,48.55,12.27,26.06,1.01,37.91,64.29
2019-01-30,55.3,48.55,12.14,15.23,0.97,45.84,64.06
2019-01-31,81.09,48.55,11.73,10.95,0.98,41.59,64.5
2019-02-01,42.07,48.55,11.85,20.89,0.93,45.34,64.85
2019-02-02,42.72,48.55,12.05,17.98,0.93,37.96,64.64
2019-02-03,31.09,48.55,11.26,9.54,0.93,36.74,64.87
2019-02-04,46.95,48.55,11.89,8.95,0.94,43.27,64.78
2019-02-05,44.37,48.55,12.34,8.29,1.01,55.63,64.59
2019-02-06,60.55,48.55,13.45,8.82,0.99,52.24,65.28
2019-02-07,52.94,48.55,12.16,9.04,1.1,41.97,64.89
2019-02-08,28.42,48.55,11.83,9.01,1.07,33.31,66.42
2019-02-09,21.04,48.55,10.92,12.96,0.91,18.49,66.69
2019-02-10,12.77,48.55,10.88,16.47,1.0,18.45,66.05
2019-02-11,37.37,48.55,10.27,26.99,1.04,31.72,65.78
2019-02-12,56.04,48.55,10.73,13.74,1.01,57.84,64.94
2019-02-13,106.04,48.55,12.07,10.38,0.96,79.41,64.45
2019-02-14,178.54,48.55,11.68,11.87,1.03,56.47,65.17
2019-02-15,42.85,48.55,11.22,12.88,1.08,32.8,66.85
2019-02-16,45.41,48.55,11.06,6.55,0.94,26.4,66.58
2019-02-17,44.51,48.55,10.9,7.69,0.92,18.38,67.23
2019-02-18,26.55,48.55,10.6,9.65,0.98,17.49,67.5
2019-02-19,17.11,48.55,10.58,9.46,0.99,17.42,67.6
2019-02-20,16.6,48.55,11.75,20.24,0.91,20.24,67.41
2019-02-21,32.92,48.55,11.21,21.39,1.06,21.84,66.43
2019-02-22,37.45,48.55,11.82,23.61,1.09,32.82,66.08
2019-02-23,25.55,48.55,13.88,17.84,1.01,42.25,42.52
2019-02-24,37.37,48.55,12.35,10.08,0.95,33.15,16.42
2019-02-25,74.05,48.55,11.7,6.72,1.12,29.26,16.61
2019-02-26,199.98,48.55,12.07,9.36,1.08,18.88,16.9
2019-02-27,33.9,48.55,10.65,8.94,0.89,17.23,18.24
2019-02-28,87.38,48.55,14.43,9.0,0.72,16.65,10.21
2019-03-01,114.56,48.55,11.01,12.89,0.82,15.1,33.31
2019-03-02,176.07,48.55,15.07,30.02,0.66,18.42,198.23
2019-03-03,38.85,48.55,18.86,20.68,0.6,19.22,167.9
2019-03-04,43.48,48.55,13.32,6.32,0.81,19.86,83.05
2019-03-05,53.2,48.55,27.1,17.25,0.81,22.26,118.25
2019-03-06,58.19,48.55,12.09,11.03,0.81,21.23,28.67
2019-03-07,39.87,48.55,20.52,4.02,0.78,23.03,21.72
2019-03-08,38.91,48.55,14.39,5.58,0.77,21.08,7.06
2019-03-09,36.46,48.55,21.64,5.6,0.83,26.0,27.86
2019-03-10,27.7,48.55,44.19,7.05,0.67,18.63,23.83
2019-03-11,28.47,48.55,18.38,9.82,0.77,17.53,10.33
2019-03-12,52.63,48.55,25.52,11.08,0.75,26.92,21.22
2019-03-13,76.63,48.55,23.74,9.2,0.91,25.37,21.44
2019-03-14,58.09,48.55,21.05,8.2,0.77,31.6,20.01
2019-03-15,52.87,48.55,20.97,7.74,0.8,34.93,24.09
2019-03-16,48.11,48.55,24.86,13.08,0.71,29.95,40.38
2019-03-17,57.58,48.55,19.0,14.42,0.85,34.31,13.98
2019-03-18,37.31,48.55,32.45,8.64,0.79,24.25,61.25
2019-03-19,42.32,48.55,21.72,5.91,0.81,18.89,57.93
2019-03-20,63.83,48.55,17.29,3.9,0.71,28.14,32.6
2019-03-21,50.63,48.55,10.35,5.61,0.65,28.28,15.42
2019-03-22,41.01,48.55,12.16,10.28,0.84,27.87,39.88
2019-03-23,37.13,48.55,19.38,7.05,0.72,22.44,14.46
2019-03-24,34.61,48.55,22.46,6.74,0.82,10.75,20.98
2019-03-25,35.94,48.55,17.53,6.63,0.77,23.65,14.04
2019-03-26,39.29,48.55,24.94,7.07,0.87,36.49,25.58
2019-03-27,33.41,48.55,13.74,6.04,0.92,37.94,2.79
2019-03-28,38.14,48.55,16.52,6.29,0.71,40.81,2.04
2019-03-29,38.04,48.55,15.39,6.68,0.85,41.51,1.76
2019-03-30,37.22,48.55,16.77,5.95,0.77,37.59,4.76
2019-03-31,62.24,48.55,14.06,6.52,1.05,21.53,1.69
2019-04-01,68.09,48.55,12.5,6.34,0.98,19.13,1.34
2019-04-02,49.42,48.55,12.07,6.2,0.93,21.34,1.33
2019-04-03,48.12,48.55,14.01,7.04,0.93,14.11,1.43
2019-04-04,32.88,48.55,14.81,6.15,1.02,12.54,1.58
2019-04-05,36.23,48.55,13.53,6.42,1.05,11.4,1.59
2019-04-06,34.35,48.55,15.09,6.55,1.1,12.49,1.8
2019-04-07,32.33,48.55,14.5,6.51,0.95,13.51,1.86
2019-04-08,54.52,48.55,14.32,6.91,0.97,12.61,1.69
2019-04-09,37.03,48.55,17.66,6.95,0.94,13.35,1.79
2019-04-10,59.54,48.55,18.69,6.59,1.07,12.89,1.85
2019-04-11,56.02,48.55,16.66,6.87,1.08,13.58,1.74
2019-04-12,37.18,48.55,16.69,6.18,1.0,13.42,1.61
2019-04-13,36.18,48.55,15.55,6.42,1.0,20.27,1.35
2019-04-14,31.9,48.55,15.54,7.55,0.99,13.17,1.42
2019-04-15,24.24,48.55,13.18,7.16,1.1,15.81,1.46
2019-04-16,19.48,48.55,11.66,6.89,1.09,14.36,1.48
2019-04-17,17.27,48.55,9.96,6.69,1.01,15.7,3.17
2019-04-18,12.95,48.55,10.23,6.74,0.9,14.86,1.45
2019-04-19,25.41,48.55,9.13,6.85,0.97,13.7,1.6
2019-04-20,24.99,48.55,8.88,6.58,1.06,16.87,4.55
2019-04-21,29.32,48.55,10.31,7.53,0.98,17.5,1.61
2019-04-22,24.75,48.55,10.58,5.86,1.06,11.95,3.0
2019-04-23,29.82,48.55,10.27,6.31,0.97,9.1,8.61
2019-04-24,29.52,48.55,11.35,6.08,1.06,9.33,3.84
2019-04-25,31.55,48.55,11.27,6.68,1.07,11.18,2.24
2019-04-26,35.22,48.55,11.22,5.85,0.97,12.59,1.84
2019-04-27,25.49,48.55,11.24,6.68,1.01,13.31,1.75
2019-04-28,26.74,48.55,10.97,5.6,1.05,14.98,1.72
2019-04-29,26.4,48.55,10.88,6.99,1.13,15.45,1.8
2019-04-30,35.36,48.55,11.02,6.21,1.13,18.63,1.67
2019-05-01,29.99,48.55,11.74,6.16,1.17,18.49,2.05
2019-05-02,30.49,48.55,13.48,6.44,1.06,19.34,1.78
2019-05-03,30.39,48.55,14.41,5.91,0.99,25.11,12.12
2019-05-04,37.24,48.55,13.77,5.05,1.01,26.4,3.69
2019-05-05,38.9,48.55,12.95,5.84,1.02,26.22,3.5
2019-05-06,38.07,48.55,13.52,6.29,1.08,17.59,2.4
2019-05-07,38.63,48.55,16.66,6.78,1.11,14.78,2.34
2019-05-08,42.78,48.55,15.19,6.36,1.02,21.36,2.48
2019-05-09,35.59,48.55,16.77,7.45,1.14,26.79,2.79
2019-05-10,38.39,48.55,18.05,6.51,1.13,13.48,2.17
2019-05-11,65.3,48.55,52.6,7.0,1.03,30.18,116.71
2019-05-12,51.8,48.55,34.91,7.02,0.92,18.9,40.12
2019-05-13,66.57,48.55,30.03,7.7,1.05,19.47,35.36
2019-05-14,66.85,48.55,29.99,6.68,1.01,35.41,29.8
2019-05-15,55.19,48.55,24.05,7.1,0.85,34.3,35.98
2019-05-16,44.66,48.55,13.84,5.75,1.04,32.88,25.79
2019-05-17,41.39,48.55,13.98,4.42,1.24,39.97,25.79
2019-05-18,39.71,48.55,13.64,4.99,0.76,35.56,25.79
2019-05-19,36.38,48.55,13.84,4.23,0.83,32.61,25.79
2019-05-20,22.72,48.55,13.92,5.18,0.9,28.16,25.79
2019-05-21,23.34,48.55,14.83,5.34,1.0,28.86,25.79
2019-05-22,27.06,48.55,14.39,4.63,1.22,27.46,25.79
2019-05-23,45.92,48.55,13.27,5.04,1.08,34.69,22.31
2019-05-24,47.34,48.55,11.77,7.08,1.07,38.11,21.95
2019-05-25,47.85,48.55,12.34,6.2,0.96,45.64,17.89
2019-05-26,48.62,48.55,12.94,7.3,1.05,51.3,19.66
2019-05-27,45.57,48.55,13.06,6.69,1.17,47.23,24.34
2019-05-28,74.16,48.55,13.81,7.55,1.23,42.45,27.04
2019-05-29,54.73,48.55,13.96,7.3,1.31,38.78,23.03
2019-05-30,65.19,48.55,14.2,7.43,1.03,51.03,22.91
2019-05-31,53.41,48.55,15.62,7.66,1.1,60.96,36.18
2019-06-01,45.73,48.55,10.86,7.58,0.89,67.66,21.04
2019-06-02,57.97,48.55,10.76,6.82,0.77,74.0,23.32
2019-06-03,58.15,48.55,11.26,8.53,1.22,79.9,16.79
2019-06-04,60.53,48.55,11.26,6.89,1.12,65.54,13.53
2019-06-05,52.59,48.55,11.21,8.24,0.92,70.18,15.32
2019-06-06,54.06,48.55,13.32,7.89,0.94,38.04,15.41
2019-06-07,42.32,48.55,17.56,7.13,1.07,47.78,29.81
2019-06-08,55.84,48.55,17.07,6.74,1.06,70.67,11.98
2019-06-09,47.85,48.55,14.7,6.49,1.11,57.18,17.39
2019-06-10,54.9,48.55,26.93,5.75,1.3,42.43,22.14
2019-06-11,51.79,48.55,27.66,4.02,1.31,57.29,33.45
2019-06-12,51.48,48.55,23.0,5.79,1.05,53.52,23.29
2019-06-13,37.78,48.55,24.04,3.78,1.05,47.65,49.88
2019-06-14,41.03,48.55,34.45,4.38,1.09,48.14,6.51
2019-06-15,53.31,48.55,23.57,4.57,1.06,39.39,7.83
2019-06-16,42.09,48.55,21.94,7.97,0.98,40.82,7.85
2019-06-17,56.12,48.55,24.69,9.62,1.0,25.3,10.06
2019-06-18,56.8,48.55,25.31,7.35,1.18,43.82,8.41
2019-06-19,41.22,48.55,19.57,10.2,0.99,43.0,16.98
2019-06-20,36.82,55.76,21.33,10.03,1.04,35.7,16.13
2019-06-21,36.7,52.11,22.3,6.91,1.1,37.37,17.81
2019-06-22,39.32,38.33,17.93,5.9,0.93,31.92,18.12
2019-06-23,33.86,44.81,18.25,3.82,1.16,42.43,19.24
2019-06-24,29.8,24.1,19.87,4.42,1.08,47.02,16.36
2019-06-25,103.16,29.59,25.81,4.58,1.08,43.43,28.12
2019-06-26,45.52,29.59,18.68,4.24,0.94,29.75,28.12
2019-06-27,35.11,29.59,29.01,3.91,0.86,15.31,28.12
2019-06-28,45.16,29.59,15.36,3.92,0.66,23.12,28.12
2019-06-29,59.22,29.59,21.16,4.82,0.79,18.98,4.28
2019-06-30,47.81,29.59,22.21,5.0,0.84,19.25,6.62
2019-07-01,33.28,29.59,20.68,4.13,0.95,38.58,5.77
2019-07-02,52.55,29.59,19.08,4.18,0.79,31.2,4.94
2019-07-03,92.83,29.59,19.12,7.28,0.82,13.47,20.68
2019-07-04,49.99,29.59,17.96,3.36,0.85,11.91,37.01
2019-07-05,97.96,29.59,18.91,3.2,0.93,6.92,38.4
2019-07-06,37.94,29.59,23.03,3.89,0.85,14.93,38.36
2019-07-07,48.12,29.59,16.99,4.1,0.75,23.7,39.1
2019-07-08,51.95,29.59,17.93,4.21,0.82,23.93,36.57
2019-07-09,45.61,29.59,16.8,3.77,0.8,25.99,35.7
2019-07-10,30.64,29.59,18.33,4.34,0.99,27.07,36.81
2019-07-11,36.62,29.59,23.57,4.83,0.92,24.91,36.85
2019-07-12,50.02,29.59,18.51,5.76,0.99,29.0,36.25
2019-07-13,34.54,29.59,15.18,5.32,0.98,26.49,35.18
2019-07-14,47.45,29.59,13.12,4.89,0.77,30.21,34.23
2019-07-15,40.19,29.59,16.5,4.61,0.9,36.35,37.39
2019-07-16,30.16,29.59,21.57,4.48,0.98,27.46,43.31
2019-07-17,43.75,29.59,22.9,4.94,0.98,16.08,45.88
2019-07-18,48.57,29.59,22.73,4.39,0.83,29.49,46.06
2019-07-19,30.57,33.87,18.13,6.77,0.74,26.57,41.42
2019-07-20,35.63,26.86,18.26,6.38,0.94,39.38,42.25
2019-07-21,28.74,31.54,16.17,4.55,0.84,32.68,39.28
2019-07-22,27.56,25.38,19.09,7.59,0.97,25.69,36.86
2019-07-23,31.04,29.47,18.11,9.25,0.85,25.26,38.2
2019-07-24,29.77,23.36,18.57,10.6,0.82,32.18,39.38
2019-07-25,45.13,40.85,17.75,8.65,0.88,28.09,38.79
2019-07-26,23.22,26.66,18.94,6.76,0.86,22.33,34.32
2019-07-27,25.94,36.78,20.83,6.32,0.84,29.16,36.58
2019-07-28,32.29,48.3,16.86,5.85,0.88,55.18,29.56
2019-07-29,28.07,28.12,15.56,6.45,0.8,44.99,28.98
2019-07-30,36.63,53.67,23.47,5.63,0.9,38.45,32.77
2019-07-31,33.19,33.25,20.61,5.57,0.83,66.13,27.84
2019-08-01,34.12,39.61,16.49,5.89,0.83,62.67,27.36
2019-08-02,51.08,32.87,22.26,5.95,0.91,58.91,28.86
2019-08-03,51.84,27.2,30.79,6.2,0.88,62.68,42.01
2019-08-04,42.23,33.32,33.02,6.2,0.78,67.28,87.35
2019-08-05,52.82,14.82,25.52,5.45,0.71,42.93,54.48
2019-08-06,26.19,24.39,23.39,6.21,0.7,52.98,40.56
2019-08-07,21.07,32.96,16.89,8.41,0.62,40.1,37.98
2019-08-08,24.99,25.65,17.69,6.47,1.05,44.3,39.34
2019-08-09,22.61,29.99,17.47,5.14,0.65,37.47,42.18
2019-08-10,22.66,42.4,16.78,8.7,0.64,48.65,33.0
2019-08-11,16.68,30.27,13.39,5.95,0.57,56.49,15.17
2019-08-12,18.65,42.25,13.7,6.14,0.61,56.7,14.28
2019-08-13,21.83,67.63,14.07,7.6,0.9,53.95,15.41
2019-08-14,25.51,47.55,14.06,8.55,0.88,60.52,22.67
2019-08-15,19.01,33.79,16.94,11.34,0.86,41.27,36.98
2019-08-16,26.43,49.99,17.24,10.24,0.89,37.5,41.01
2019-08-17,13.03,27.27,15.33,8.6,0.57,31.21,29.75
2019-08-18,13.2,25.96,12.65,5.96,0.55,37.43,28.04
2019-08-19,22.64,39.46,18.01,7.14,0.94,31.17,42.66
2019-08-20,27.06,39.46,19.07,9.73,1.04,22.56,60.63
2019-08-21,29.21,38.5,18.82,14.46,1.0,24.79,54.1
2019-08-22,31.43,25.58,16.93,7.08,0.71,26.59,44.27
2019-08-23,25.89,80.57,14.8,4.37,0.64,18.42,15.38
2019-08-24,17.58,23.46,13.98,6.04,0.58,31.27,16.49
2019-08-25,22.35,39.35,13.79,5.02,0.61,21.93,26.11
2019-08-26,17.46,33.33,17.31,6.22,0.62,35.29,21.26
2019-08-27,18.64,25.63,19.81,5.48,0.59,38.69,20.03
2019-08-28,20.57,37.57,15.76,5.43,0.62,51.83,16.78
2019-08-29,25.15,29.91,15.8,5.5,0.67,34.57,19.36
2019-08-30,22.87,39.16,14.85,6.61,0.73,59.16,20.91
2019-08-31,27.11,55.11,14.73,6.39,0.75,39.33,19.77
2019-09-01,26.91,45.12,14.12,5.87,0.78,40.6,19.94
2019-09-02,30.64,46.36,15.41,5.99,1.05,55.87,38.11
2019-09-03,29.69,26.98,17.05,6.07,1.0,49.45,40.45
2019-09-04,35.06,35.58,18.79,6.84,0.93,50.73,41.25
2019-09-05,22.29,22.95,18.59,7.16,0.82,42.75,43.2
2019-09-06,25.84,39.75,22.76,6.69,0.81,41.25,41.7
2019-09-07,26.37,61.74,13.94,6.17,0.78,44.92,16.37
2019-09-08,22.62,61.74,11.39,4.73,1.05,20.04,16.37
2019-09-09,37.51,72.52,13.31,6.02,0.85,36.98,39.76
2019-09-10,37.85,55.29,12.45,6.38,0.75,68.76,24.9
2019-09-11,39.26,51.62,12.23,6.34,0.86,61.37,26.19
2019-09-12,23.59,73.02,11.72,6.39,0.83,55.72,22.87
2019-09-13,27.36,46.3,11.32,6.64,0.71,59.95,23.38
2019-09-14,23.45,43.81,11.69,6.07,0.46,56.94,13.97
2019-09-15,20.82,38.66,10.29,6.12,0.64,58.37,15.1
2019-09-16,28.74,40.41,10.53,6.69,0.88,53.64,24.17
2019-09-17,22.59,32.44,11.14,6.3,0.92,54.32,24.31
2019-09-18,26.98,45.52,12.0,6.94,0.99,57.81,24.25
2019-09-19,23.18,26.53,12.44,7.09,1.15,49.51,26.02
2019-09-20,38.04,56.21,11.43,6.7,1.15,57.05,23.7
2019-09-21,33.44,71.07,13.74,5.97,0.83,53.35,12.39
2019-09-22,43.67,101.54,16.38,6.58,1.12,59.37,11.83
2019-09-23,61.94,86.53,12.87,6.28,0.76,58.54,24.8
2019-09-24,35.03,61.6,11.77,6.61,0.9,45.56,24.95
2019-09-25,16.9,37.12,10.73,6.19,0.86,28.38,24.36
2019-09-26,14.27,30.32,10.79,6.36,0.93,48.1,24.95
2019-09-27,17.76,45.69,10.05,7.13,0.89,44.14,25.31
2019-09-28,20.99,53.49,10.69,6.76,0.68,37.83,16.27
2019-09-29,25.87,39.41,9.1,6.47,0.88,39.05,13.55
2019-09-30,23.02,39.11,11.32,6.03,0.78,41.73,17.26
2019-10-01,41.82,87.5,13.2,5.99,0.84,64.23,19.85
2019-10-02,32.4,46.68,14.87,6.54,0.8,67.72,32.73
2019-10-03,31.1,25.97,13.87,6.78,0.83,57.6,30.25
2019-10-04,23.49,52.0,12.89,5.46,0.81,57.91,29.99
2019-10-05,47.4,40.58,15.4,5.71,0.63,58.15,13.78
2019-10-06,19.32,91.05,13.42,5.38,0.77,55.94,11.59
2019-10-07,58.64,66.67,24.13,5.58,0.75,63.42,71.41
2019-10-08,36.56,94.02,19.29,6.55,0.81,63.92,71.93
2019-10-09,24.5,79.42,21.5,5.6,0.87,52.84,70.21
2019-10-10,21.13,67.66,20.03,5.86,0.8,46.63,49.41
2019-10-11,21.2,55.08,12.98,5.86,0.76,47.37,26.58
2019-10-12,16.34,72.77,13.05,6.25,0.56,48.3,14.35
2019-10-13,14.93,34.46,12.82,6.08,0.67,52.17,10.29
2019-10-14,21.14,60.99,10.65,5.94,0.61,48.79,23.59
2019-10-15,20.33,42.85,14.28,5.98,0.68,42.02,26.6
2019-10-16,17.58,27.06,13.95,6.39,0.68,31.95,26.58
2019-10-17,30.95,31.76,14.72,6.92,0.81,29.34,32.82
2019-10-18,32.0,36.8,13.39,5.46,0.77,30.63,30.94
2019-10-19,31.76,36.51,16.52,5.72,0.6,29.19,26.93
2019-10-20,35.03,50.72,15.91,5.7,0.87,32.64,29.68
2019-10-21,26.55,26.19,14.07,6.7,0.85,27.49,26.59
2019-10-22,28.47,28.65,15.97,5.56,0.85,28.67,23.88
2019-10-23,40.0,47.83,13.91,5.86,0.9,36.29,25.99
2019-10-24,35.34,61.61,22.06,8.83,0.92,33.34,37.63
2019-10-25,46.48,75.12,29.32,8.14,0.95,32.03,70.13
2019-10-26,95.49,111.38,17.79,9.38,0.73,30.06,22.28
2019-10-27,153.73,196.29,18.36,13.94,1.34,32.75,16.17
2019-10-28,54.13,72.84,26.17,12.81,1.42,27.69,92.78
2019-10-29,31.22,46.07,33.68,8.58,0.8,33.76,86.42
2019-10-30,34.65,32.13,28.92,7.21,0.78,28.51,78.26
2019-10-31,87.99,56.38,27.43,6.61,0.99,30.92,71.49
2019-11-01,40.78,56.24,22.47,7.58,1.04,29.3,88.85
2019-11-02,34.45,70.97,15.48,6.82,0.71,30.83,21.3
2019-11-03,70.95,70.97,16.78,6.92,0.87,36.51,25.37
2019-11-04,115.35,241.6,19.41,8.77,0.98,44.21,44.24
2019-11-05,98.83,181.03,19.12,8.17,1.08,46.2,50.12
2019-11-06,105.94,183.42,18.98,7.9,1.09,45.94,47.78
2019-11-07,121.43,201.76,18.15,7.08,1.04,47.64,48.42
2019-11-08,142.9,196.37,17.94,7.75,0.96,55.69,44.44
2019-11-09,96.8,172.27,13.83,5.4,0.86,53.69,19.52
2019-11-10,93.13,198.2,13.01,5.46,0.98,53.81,17.81
2019-11-11,61.45,104.29,14.86,8.85,0.82,43.01,28.7
2019-11-12,31.32,71.74,15.61,8.42,0.54,31.9,43.56
2019-11-13,37.23,109.85,13.89,7.38,0.52,41.66,68.8
2019-11-14,19.18,66.95,11.17,6.06,0.47,43.38,57.31
2019-11-15,21.99,52.7,15.3,7.39,0.52,38.96,48.59
2019-11-16,44.91,80.85,14.58,5.87,0.54,38.12,47.94
2019-11-17,56.9,154.66,14.19,6.7,0.53,51.76,22.5
2019-11-18,26.91,125.72,11.86,4.97,0.46,29.15,36.89
2019-11-19,28.52,37.66,11.17,4.67,0.55,28.85,46.14
2019-11-20,20.95,34.1,10.0,5.58,0.46,22.78,61.47
2019-11-21,33.55,70.14,10.78,8.18,0.47,27.28,78.83
2019-11-22,31.16,50.45,10.19,7.89,0.46,27.26,61.69
2019-11-23,46.05,59.79,15.6,8.55,0.47,23.1,49.2
2019-11-24,59.64,65.54,12.43,7.4,0.49,33.32,51.02
2019-11-25,44.81,63.09,12.6,5.42,0.47,31.05,39.16
2019-11-26,53.33,84.65,21.97,8.19,0.52,33.72,48.86
2019-11-27,37.8,80.2,12.54,10.19,0.53,39.18,43.12
2019-11-28,30.56,62.56,20.28,7.09,0.52,32.91,40.31
2019-11-29,21.08,54.48,10.09,9.47,0.45,27.3,83.27
2019-11-30,18.45,62.97,12.09,6.84,0.38,31.58,74.49
2019-12-01,17.79,52.26,12.66,6.93,0.47,33.27,53.9
2019-12-02,21.17,41.24,11.51,8.1,0.44,23.57,82.54
2019-12-03,36.17,82.52,12.03,5.45,0.54,26.08,195.53
2019-12-04,37.56,87.09,11.2,7.67,0.52,34.43,157.47
2019-12-05,62.41,78.57,11.1,7.47,0.44,33.57,149.57
2019-12-06,53.68,89.09,13.29,7.21,0.55,33.97,207.14
2019-12-07,34.82,35.98,15.86,6.22,0.91,20.01,126.94
2019-12-08,35.41,44.05,21.19,5.71,0.93,20.11,119.95
2019-12-09,27.57,42.96,26.96,7.03,0.71,19.98,94.18
2019-12-10,37.72,42.96,19.62,7.23,0.6,20.15,94.18
2019-12-11,36.55,27.38,23.21,6.47,0.73,24.04,97.57
2019-12-12,27.78,38.29,16.54,6.08,0.54,24.0,104.69
2019-12-13,34.16,42.32,18.49,10.79,0.56,22.78,94.21
2019-12-14,40.78,52.46,21.13,13.79,0.72,22.61,91.29
2019-12-15,35.6,44.1,19.49,7.5,0.64,26.83,104.56
2019-12-16,31.23,31.47,18.27,8.23,0.7,26.19,73.65
2019-12-17,44.04,56.34,17.87,6.74,0.53,35.26,87.78
2019-12-18,48.07,49.98,17.69,8.7,0.52,29.67,87.37
2019-12-19,52.28,67.54,16.88,8.95,0.53,33.87,85.14
2019-12-20,65.45,84.77,16.87,8.04,0.66,36.82,86.5
2019-12-21,72.57,79.66,18.47,13.49,0.69,33.86,87.16
2019-12-22,57.74,59.56,16.14,17.17,0.6,38.89,80.23
2019-12-23,52.75,60.37,19.05,7.07,0.69,32.21,88.89
2019-12-24,53.51,84.11,19.46,7.88,0.6,28.38,76.4
2019-12-25,54.37,73.9,19.74,9.79,0.75,33.18,85.55
2019-12-26,58.43,74.13,20.28,18.7,0.72,27.5,84.51
2019-12-27,31.88,59.15,17.66,13.18,0.54,24.11,77.64
2019-12-28,36.94,63.7,20.27,11.45,0.65,28.28,87.86
2019-12-29,52.48,69.8,14.61,8.48,0.62,33.22,70.6
2019-12-30,38.74,46.37,14.2,10.6,0.57,35.08,56.89
2019-12-31,45.49,66.8,15.44,13.03,0.61,36.95,66.97
2020-01-01,28.25,40.44,12.66,12.44,0.65,24.79,69.17
2020-01-02,27.59,23.01,11.47,7.0,0.76,21.31,65.15
2020-01-03,32.16,36.63,10.95,10.2,0.97,25.52,60.39
2020-01-04,30.49,44.9,11.49,8.4,0.87,28.4,62.05
2020-01-05,23.37,30.76,8.69,7.45,0.77,30.88,45.46
2020-01-06,19.45,25.87,10.41,8.12,0.83,25.0,50.01
2020-01-07,33.54,40.38,12.16,19.3,0.55,28.97,53.89
2020-01-08,42.22,61.8,17.3,21.18,0.55,29.73,58.6
2020-01-09,42.16,75.24,17.47,17.91,0.78,27.67,48.44
2020-01-10,40.76,69.94,17.3,9.65,0.77,28.3,52.55
2020-01-11,39.81,71.75,18.69,10.03,0.79,27.22,58.71
2020-01-12,58.38,73.51,14.35,8.13,0.85,32.45,58.05
2020-01-13,74.12,122.43,16.68,17.51,0.88,33.52,61.12
2020-01-14,122.88,168.34,20.24,23.68,1.1,35.37,72.09
2020-01-15,48.06,66.92,13.76,17.7,0.65,33.57,44.99
2020-01-16,34.09,44.39,12.32,19.88,0.65,33.34,44.81
2020-01-17,35.33,53.18,11.1,22.76,0.7,26.76,39.79
2020-01-18,28.67,28.47,10.68,27.29,0.84,29.02,39.0
2020-01-19,31.17,33.25,17.08,23.09,0.78,26.29,42.27
2020-01-20,37.66,53.48,23.7,17.54,0.88,26.38,50.68
