Date,PM2.5,PM10,NO2,SO2,CO,O3,NH3
2016-10-11,32.16,48.55,28.53,2.64,0.02,28.41,132.69
2016-10-12,45.11,48.55,28.54,2.55,0.02,49.57,132.69
2016-10-13,81.45,48.55,28.53,2.1,0.06,49.08,132.69
2016-10-14,60.89,48.55,28.46,16.0,0.06,63.32,132.69
2016-10-15,62.96,48.55,28.47,3.07,0.01,55.5,132.69
2016-10-16,60.19,48.55,28.48,2.14,0.03,58.43,132.69
2016-10-17,66.69,48.55,28.46,2.29,0.45,61.2,132.69
2016-10-18,78.52,48.55,28.42,4.36,0.13,69.64,132.69
2016-10-19,63.07,48.55,28.5,26.16,0.08,72.0,132.69
2016-10-20,80.58,48.55,28.56,4.66,0.03,8.36,132.69
2016-10-21,73.75,48.55,28.44,13.26,0.26,79.47,132.69
2016-10-22,80.18,48.55,28.49,11.65,0.21,65.42,132.69
2016-10-23,87.04,48.55,28.5,13.75,0.15,63.2,132.69
2016-10-24,81.0,48.55,28.49,19.65,0.21,61.0,132.69
2016-10-25,85.73,48.55,28.51,19.95,0.34,52.22,132.69
2016-10-26,92.64,48.55,26.51,20.69,0.27,49.15,132.69
2016-10-27,98.0,48.55,13.5,5.46,0.1,62.24,132.69
2016-10-28,132.38,48.55,17.75,14.2,1.44,50.72,132.69
2016-10-29,114.08,48.55,12.53,7.4,0.2,52.28,132.69
2016-10-30,67.86,48.55,12.52,4.77,0.11,25.71,132.69
2016-10-31,49.57,48.55,15.05,4.68,0.02,10.23,132.69
2016-11-01,52.28,48.55,16.64,7.14,0.12,10.94,132.69
2016-11-02,47.86,48.55,16.53,3.04,0.12,4.38,132.69
2016-11-03,35.54,48.55,24.26,2.59,0.15,7.28,132.69
2016-11-04,57.22,48.55,15.53,3.73,0.13,20.63,132.69
2016-11-05,66.29,48.55,14.44,4.27,0.14,44.96,132.69
2016-11-06,80.11,48.55,15.08,4.24,0.14,51.61,132.69
2016-11-07,71.86,48.55,14.88,2.29,0.06,32.83,132.69
2016-11-08,80.49,48.55,15.49,5.78,0.02,42.53,132.69
2016-11-09,83.26,48.55,17.31,7.74,0.02,53.12,132.69
2016-11-10,71.16,48.55,15.26,6.87,0.0,60.63,132.69
2016-11-11,76.21,48.55,13.7,3.43,0.02,56.87,132.69
2016-11-12,82.67,48.55,15.23,9.39,0.0,41.55,132.69
2016-11-13,42.54,48.55,13.79,1.67,0.02,27.37,132.69
2016-11-14,29.08,48.55,22.4,1.48,0.0,5.6,132.69
2016-11-15,34.55,48.55,23.17,1.5,0.0,5.94,132.69
2016-11-16,55.67,48.55,26.7,2.26,0.0,33.85,132.69
2016-11-17,66.57,48.55,26.41,1.87,0.0,72.89,132.69
2016-11-18,62.58,48.55,29.62,5.8,0.0,54.3,132.69
2016-11-19,71.55,48.55,30.81,5.66,0.0,56.87,132.69
2016-11-20,58.21,48.55,30.99,6.52,0.02,43.66,132.69
2016-11-21,63.87,48.55,29.83,4.95,0.02,38.81,132.69
2016-11-22,83.29,48.55,30.5,3.0,0.0,46.65,132.69
2016-11-23,88.08,48.55,31.32,6.04,0.07,56.6,132.69
2016-11-24,91.49,48.55,34.32,10.34,0.41,44.08,132.69
2016-11-25,93.71,48.55,32.16,8.1,0.08,59.17,132.69
2016-11-26,82.55,48.55,33.89,3.95,0.19,40.86,132.69
2016-11-27,101.77,48.55,33.63,4.6,0.16,51.78,132.69
2016-11-28,92.41,48.55,33.46,3.64,0.08,38.11,132.69
2016-11-29,91.15,48.55,31.0,4.13,0.02,29.57,132.69
2016-11-30,94.8,48.55,30.87,3.05,0.02,43.63,132.69
2016-12-01,74.73,48.55,27.91,2.65,0.04,41.61,132.69
2016-12-02,43.52,48.55,25.73,2.36,0.03,25.3,132.69
2016-12-03,27.93,48.55,29.57,2.29,0.23,10.34,132.69
2016-12-04,45.98,48.55,27.02,2.42,0.06,4.59,132.69
2016-12-05,45.48,48.55,26.49,2.37,0.12,31.59,132.69
2016-12-06,54.12,48.55,22.87,3.32,0.07,49.83,132.69
2016-12-07,48.91,48.55,27.47,2.86,0.02,19.72,132.69
2016-12-08,59.74,48.55,32.39,2.74,0.12,23.28,132.69
2016-12-09,80.55,48.55,36.42,3.49,0.13,34.87,132.69
2016-12-10,84.69,48.55,33.14,9.78,0.12,59.52,132.69
2016-12-11,77.14,48.55,22.48,7.25,0.03,62.12,132.69
2016-12-12,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-13,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-14,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-15,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-16,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-17,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-18,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-19,51.17,48.55,5.5,2.49,0.07,46.57,132.69
2016-12-20,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-21,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-22,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-23,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-24,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-25,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-26,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-27,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-28,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-29,51.17,48.55,5.5,2.49,0.0,46.57,132.69
2016-12-30,63.65,48.55,23.85,4.06,0.07,39.59,132.69
2016-12-31,84.04,48.55,23.72,9.19,0.25,21.42,132.69
2017-01-01,44.56,48.55,15.04,5.8,0.18,19.33,132.69
2017-01-02,40.9,48.55,15.23,5.64,0.17,15.18,132.69
2017-01-03,42.31,48.55,15.52,8.66,0.19,17.92,132.69
2017-01-04,41.5,48.55,15.71,10.39,0.13,19.77,132.69
2017-01-05,72.86,48.55,17.11,10.44,0.0,29.9,132.69
2017-01-06,82.48,48.55,16.63,5.14,0.0,34.23,132.69
2017-01-07,58.09,48.55,13.26,2.81,0.01,56.37,132.69
2017-01-08,50.17,48.55,13.73,2.92,0.07,82.71,132.69
2017-01-09,44.1,48.55,16.07,5.82,0.0,61.87,132.69
2017-01-10,293.43,48.55,14.74,3.48,0.0,30.96,132.69
2017-01-11,55.2,48.55,13.75,7.82,0.03,41.83,132.69
2017-01-12,169.75,48.55,14.92,2.92,0.0,31.82,132.69
2017-01-13,144.02,48.55,15.81,3.24,0.04,29.88,132.69
2017-01-14,69.97,48.55,13.38,2.81,0.1,46.92,132.69
2017-01-15,55.97,48.55,9.54,4.56,0.01,48.59,132.69
2017-01-16,62.53,48.55,12.92,3.21,0.0,47.77,132.69
2017-01-17,80.76,48.55,16.2,5.18,0.0,49.91,132.69
2017-01-18,55.43,48.55,14.99,4.73,0.12,37.5,132.69
2017-01-19,50.27,48.55,14.4,2.01,0.12,43.31,132.69
2017-01-20,64.06,48.55,13.88,5.13,0.0,36.56,132.69
2017-01-21,36.85,48.55,14.24,2.54,0.0,46.12,132.69
2017-01-22,57.05,48.55,14.83,4.99,0.0,49.79,132.69
2017-01-23,73.27,48.55,15.47,14.79,0.0,48.57,132.69
2017-01-24,56.51,48.55,15.95,5.13,0.1,54.72,132.69
2017-01-25,66.54,48.55,13.26,2.74,0.0,68.4,132.69
2017-01-26,43.6,48.55,11.25,2.79,0.0,48.16,132.69
2017-01-27,36.16,48.55,10.03,1.78,0.0,15.93,132.69
2017-01-28,21.64,48.55,8.15,1.76,0.0,11.14,132.69
2017-01-29,36.77,48.55,11.8,2.08,0.0,9.38,132.69
2017-01-30,38.73,48.55,11.02,3.18,0.0,18.32,132.69
2017-01-31,100.68,48.55,9.77,2.52,0.01,39.08,132.69
2017-02-01,45.13,48.55,15.97,4.57,0.04,28.68,132.69
2017-02-02,52.59,48.55,16.78,2.89,0.1,28.39,132.69
2017-02-03,50.38,48.55,17.14,3.39,0.16,27.27,132.69
2017-02-04,67.15,48.55,16.29,3.89,0.03,39.87,132.69
2017-02-05,77.17,48.55,14.91,4.05,0.05,39.5,132.69
2017-02-06,72.94,48.55,17.57,4.3,0.02,36.86,132.69
2017-02-07,83.86,48.55,19.87,5.84,0.04,46.22,132.69
2017-02-08,80.59,48.55,20.01,3.62,0.03,37.86,132.69
2017-02-09,91.75,48.55,18.12,3.88,0.0,43.21,132.69
2017-02-10,89.0,48.55,18.46,4.36,0.0,37.69,132.69
2017-02-11,84.05,48.55,16.24,4.06,0.0,29.51,132.69
2017-02-12,56.6,48.55,11.82,3.51,0.06,39.34,132.69
2017-02-13,54.94,48.55,13.42,3.6,0.17,23.36,132.69
2017-02-14,45.2,48.55,11.63,2.15,0.3,46.81,132.69
2017-02-15,63.51,48.55,14.78,3.45,0.22,43.83,132.69
2017-02-16,63.42,48.55,14.29,2.54,0.09,63.2,132.69
2017-02-17,77.03,48.55,14.45,2.97,0.03,62.53,132.69
2017-02-18,71.15,48.55,18.02,2.84,0.0,40.78,132.69
2017-02-19,71.72,48.55,15.74,4.2,0.0,37.49,132.69
2017-02-20,50.86,48.55,13.46,2.6,0.03,36.87,132.69
2017-02-21,51.46,48.55,12.75,3.32,0.01,33.87,132.69
2017-02-22,56.59,48.55,12.53,3.97,0.0,25.89,132.69
2017-02-23,42.42,48.55,12.56,3.83,0.07,20.3,132.69
2017-02-24,45.27,48.55,14.29,4.05,0.0,14.13,132.69
2017-02-25,37.91,48.55,12.73,4.08,0.04,18.29,132.69
2017-02-26,44.1,48.55,9.6,4.42,0.0,18.06,132.69
2017-02-27,59.53,48.55,6.09,4.48,0.01,19.94,132.69
2017-02-28,65.96,48.55,9.97,6.25,0.23,27.15,132.69
2017-03-01,82.44,48.55,17.92,7.02,0.27,54.36,132.69
2017-03-02,72.86,48.55,19.0,6.2,0.13,35.08,132.69
2017-03-03,63.96,48.55,18.78,6.28,0.13,41.66,132.69
2017-03-04,40.43,48.55,15.6,2.49,0.03,11.6,132.69
2017-03-05,34.07,48.55,14.71,2.58,0.0,13.06,132.69
2017-03-06,36.92,48.55,15.3,2.13,0.02,12.59,132.69
2017-03-07,36.88,48.55,14.1,2.17,0.0,9.91,132.69
2017-03-08,62.57,48.55,10.28,2.05,0.0,9.11,132.69
2017-03-09,31.34,48.55,7.39,1.92,0.03,6.85,132.69
2017-03-10,227.17,48.55,8.0,2.19,0.0,13.3,132.69
2017-03-11,62.95,48.55,9.71,3.08,0.0,31.65,132.69
2017-03-12,33.53,48.55,8.75,2.53,0.0,28.07,132.69
2017-03-13,23.54,48.55,9.82,3.12,0.0,23.97,132.69
2017-03-14,29.17,48.55,8.27,3.18,0.03,16.7,132.69
2017-03-15,53.27,48.55,8.95,2.9,0.01,10.8,132.69
2017-03-16,286.08,48.55,10.59,2.49,0.0,13.35,132.69
2017-03-17,37.43,48.55,10.9,3.32,0.0,21.35,132.69
2017-03-18,26.43,48.55,10.84,5.55,0.06,31.85,132.69
2017-03-19,88.83,48.55,10.79,4.13,0.01,35.43,132.69
2017-03-20,29.53,48.55,9.94,3.89,0.0,34.4,132.69
2017-03-21,25.53,48.55,9.57,3.4,0.0,28.81,132.69
2017-03-22,35.25,48.55,7.12,2.49,0.02,25.43,132.69
2017-03-23,36.76,48.55,9.22,2.37,0.03,33.27,132.69
2017-03-24,52.62,48.55,11.96,2.4,0.02,37.74,132.69
2017-03-25,80.48,48.55,11.8,2.98,0.0,34.13,132.69
2017-03-26,74.46,48.55,11.05,3.46,0.0,29.09,132.69
2017-03-27,60.44,48.55,10.84,2.76,0.03,28.02,132.69
2017-03-28,39.11,48.55,9.93,2.68,0.0,16.24,132.69
2017-03-29,35.04,48.55,9.35,3.47,0.0,15.58,132.69
2017-03-30,37.42,48.55,9.94,4.92,0.09,20.26,132.69
2017-03-31,35.34,48.55,9.03,5.27,0.11,14.06,132.69
2017-04-01,34.69,48.55,9.52,4.96,0.02,13.8,132.69
2017-04-02,37.57,48.55,9.53,5.46,0.05,19.82,132.69
2017-04-03,44.33,48.55,9.79,5.23,0.02,38.56,132.69
2017-04-04,40.56,48.55,9.79,4.67,0.03,23.51,132.69
2017-04-05,48.62,48.55,9.41,4.61,0.03,21.86,132.69
2017-04-06,36.85,48.55,9.91,4.84,0.02,21.17,132.69
2017-04-07,41.16,48.55,10.42,4.37,0.06,30.17,132.69
2017-04-08,61.68,48.55,11.13,4.23,0.01,25.51,132.69
2017-04-09,34.28,48.55,11.8,3.71,0.0,26.34,132.69
2017-04-10,53.6,48.55,11.75,3.99,0.01,38.21,132.69
2017-04-11,67.15,48.55,10.53,4.05,0.0,40.63,132.69
2017-04-12,37.05,48.55,7.8,3.24,0.0,17.3,132.69
2017-04-13,49.49,48.55,9.04,4.59,0.06,24.36,132.69
2017-04-14,45.09,48.55,9.21,4.65,0.03,19.26,132.69
2017-04-15,61.73,48.55,9.72,4.81,0.1,23.92,132.69
2017-04-16,55.89,48.55,10.67,4.88,0.12,39.32,132.69
2017-04-17,72.65,48.55,10.7,4.92,0.12,52.16,132.69
2017-04-18,75.8,48.55,10.71,4.84,0.06,42.61,132.69
2017-04-19,91.14,48.55,11.27,4.78,0.0,31.95,132.69
2017-04-20,68.14,48.55,9.96,4.97,0.03,29.14,132.69
2017-04-21,89.0,48.55,10.87,6.35,0.03,45.42,132.69
2017-04-22,81.33,48.55,11.45,9.05,0.08,53.37,132.69
2017-04-23,82.7,48.55,11.59,7.47,0.02,51.13,132.69
2017-04-24,62.54,48.55,14.4,7.25,0.06,39.09,132.69
2017-04-25,51.38,48.55,11.44,7.33,0.06,33.19,132.69
2017-04-26,60.21,48.55,11.17,7.76,0.09,32.11,132.69
2017-04-27,59.63,48.55,10.99,6.62,0.08,28.98,132.69
2017-04-28,56.7,48.55,10.05,7.91,0.04,39.2,132.69
2017-04-29,61.92,48.55,13.12,8.53,0.03,20.36,132.69
2017-04-30,43.89,48.55,9.75,6.4,0.0,43.9,132.69
2017-05-01,40.4,48.55,10.07,7.09,0.04,34.38,132.69
2017-05-02,34.05,48.55,9.31,6.09,0.01,24.3,132.69
2017-05-03,37.71,48.55,9.96,7.31,0.01,19.53,132.69
2017-05-04,43.64,48.55,10.24,7.45,0.04,18.54,132.69
2017-05-05,40.54,48.55,10.08,7.89,0.01,20.81,132.69
2017-05-06,44.14,48.55,10.11,7.15,0.0,25.06,132.69
2017-05-07,38.85,48.55,10.74,8.14,0.0,21.04,132.69
2017-05-08,44.08,48.55,11.47,7.29,0.02,33.65,132.69
2017-05-09,34.59,48.55,12.01,7.1,0.06,40.3,132.69
2017-05-10,47.85,48.55,14.43,6.96,0.17,62.21,132.69
2017-05-11,27.0,48.55,13.55,7.81,0.3,25.64,132.69
2017-05-12,46.29,48.55,11.12,6.82,0.12,21.21,132.69
2017-05-13,36.62,48.55,11.88,10.08,0.03,27.28,132.69
2017-05-14,60.49,48.55,19.11,10.84,0.04,47.07,132.69
2017-05-15,73.27,48.55,12.14,7.98,0.18,81.71,132.69
2017-05-16,64.22,48.55,12.9,8.24,0.16,72.36,132.69
2017-05-17,86.49,48.55,12.77,7.23,0.25,48.88,132.69
2017-05-18,131.2,48.55,15.75,6.77,0.24,63.11,132.69
2017-05-19,86.94,48.55,17.09,7.5,0.18,61.8,132.69
2017-05-20,63.82,48.55,16.73,7.89,0.19,74.87,132.69
2017-05-21,71.68,48.55,13.78,6.47,0.13,71.02,132.69
2017-05-22,50.12,48.55,14.43,7.48,0.12,46.83,132.69
2017-05-23,86.59,48.55,16.81,8.58,0.12,64.78,132.69
2017-05-24,100.14,48.55,19.88,8.56,0.18,41.86,132.69
2017-05-25,65.53,48.55,21.28,10.43,0.18,55.31,132.69
2017-05-26,71.65,48.55,19.55,9.51,0.26,50.56,132.69
2017-05-27,60.4,48.55,15.21,10.36,0.07,57.04,132.69
2017-05-28,46.27,48.55,16.67,10.28,0.12,60.64,132.69
2017-05-29,57.25,48.55,16.49,7.5,0.15,29.6,132.69
2017-05-30,43.31,48.55,15.45,7.09,0.07,32.19,132.69
2017-05-31,43.14,48.55,14.58,6.97,0.12,33.55,132.69
2017-06-01,44.66,48.55,14.54,6.28,0.09,45.19,132.69
2017-06-02,56.39,48.55,15.56,6.81,0.0,39.97,132.69
2017-06-03,40.58,48.55,14.01,7.38,0.01,43.42,132.69
2017-06-04,41.33,48.55,6.23,5.91,0.0,59.32,132.69
2017-06-05,38.61,48.55,10.78,5.37,0.0,33.1,132.69
2017-06-06,41.32,48.55,10.67,5.81,0.03,25.05,132.69
2017-06-07,37.63,48.55,10.75,6.22,0.07,17.67,132.69
2017-06-08,41.44,48.55,10.59,5.31,0.05,11.65,132.69
2017-06-09,41.41,48.55,10.46,6.53,0.11,14.69,132.69
2017-06-10,46.32,48.55,10.47,5.64,0.06,15.64,132.69
2017-06-11,30.88,48.55,10.68,6.28,0.0,17.26,132.69
2017-06-12,35.9,48.55,12.2,6.11,0.05,20.7,132.69
2017-06-13,38.33,48.55,10.32,6.21,0.02,28.07,132.69
2017-06-14,41.07,48.55,10.36,8.61,0.02,34.87,132.69
2017-06-15,48.23,48.55,10.37,3.58,0.03,35.61,132.69
2017-06-16,49.47,48.55,10.3,3.5,0.08,31.69,132.69
2017-06-17,43.64,48.55,10.41,3.12,0.0,31.69,132.69
2017-06-18,38.35,48.55,10.3,4.55,0.0,37.9,132.69
2017-06-19,50.48,48.55,9.93,4.91,0.07,29.2,132.69
2017-06-20,45.95,48.55,9.08,4.05,0.05,26.21,132.69
2017-06-21,51.81,48.55,7.71,4.1,0.0,38.32,132.69
2017-06-22,43.94,48.55,19.32,4.61,0.03,26.43,132.69
2017-06-23,46.72,48.55,21.73,4.18,0.02,27.92,132.69
2017-06-24,51.02,48.55,15.59,4.67,0.11,24.3,132.69
2017-06-25,41.41,48.55,17.67,7.74,0.0,20.75,132.69
2017-06-26,45.53,48.55,16.51,4.51,0.0,23.89,132.69
2017-06-27,47.32,48.55,16.28,4.67,0.02,24.61,132.69
2017-06-28,39.61,48.55,10.78,4.65,0.09,20.31,132.69
2017-06-29,48.43,48.55,7.46,4.34,0.0,14.01,132.69
2017-06-30,94.72,48.55,8.27,4.69,0.03,26.18,132.69
2017-07-01,56.49,48.55,14.49,4.63,0.06,24.55,132.69
2017-07-02,62.74,48.55,15.18,4.54,0.02,34.7,132.69
2017-07-03,47.17,48.55,14.32,4.62,0.04,26.47,132.69
2017-07-04,37.6,48.55,16.97,4.87,0.05,10.34,132.69
2017-07-05,46.61,48.55,32.3,4.69,0.0,23.07,132.69
2017-07-06,42.38,48.55,20.71,4.5,0.01,24.43,132.69
2017-07-07,53.45,48.55,18.63,11.84,0.03,29.22,132.69
2017-07-08,59.81,48.55,7.7,4.72,0.17,14.07,132.69
2017-07-09,52.28,48.55,11.85,4.57,0.02,25.97,132.69
2017-07-10,42.48,48.55,15.05,4.24,0.03,28.01,132.69
2017-07-11,62.34,48.55,16.03,4.24,0.02,23.74,132.69
2017-07-12,28.72,48.55,15.59,4.59,0.14,15.57,132.69
2017-07-13,62.64,48.55,14.88,4.62,0.1,17.01,132.69
2017-07-14,48.22,48.55,14.58,4.81,0.07,19.64,132.69
2017-07-15,63.29,48.55,14.88,4.83,0.19,22.59,132.69
2017-07-16,46.96,48.55,14.46,4.9,0.03,18.16,132.69
2017-07-17,45.1,48.55,13.78,4.63,0.13,17.79,132.69
2017-07-18,37.98,48.55,12.86,5.47,0.2,18.01,132.69
2017-07-19,48.24,48.55,12.27,4.71,0.02,20.05,132.69
2017-07-20,41.12,48.55,12.26,4.75,0.03,24.56,132.69
2017-07-21,86.01,48.55,12.58,4.68,0.02,20.82,132.69
2017-07-22,50.07,48.55,12.48,4.56,0.02,21.32,132.69
2017-07-23,37.84,48.55,12.22,4.52,0.0,27.78,132.69
2017-07-24,112.23,48.55,12.32,4.77,0.05,22.76,132.69
2017-07-25,94.7,48.55,12.39,4.67,0.05,19.56,132.69
2017-07-26,92.04,48.55,12.23,4.66,0.07,19.21,132.69
2017-07-27,51.29,48.55,12.4,4.81,0.03,23.46,132.69
2017-07-28,49.33,48.55,11.1,4.75,0.05,36.31,132.69
2017-07-29,40.62,48.55,11.13,4.88,0.03,22.94,132.69
2017-07-30,45.56,48.55,10.97,5.09,0.0,32.14,132.69
2017-07-31,28.16,48.55,11.12,4.91,0.05,30.77,132.69
2017-08-01,74.6,48.55,10.95,4.64,0.03,45.06,132.69
2017-08-02,68.25,48.55,10.96,5.02,0.1,30.2,132.69
2017-08-03,29.95,48.55,10.95,4.99,0.33,29.56,132.69
2017-08-04,42.18,48.55,10.99,5.3,0.49,23.14,132.69
2017-08-05,30.69,48.55,10.98,5.32,0.65,31.21,132.69
2017-08-06,38.43,48.55,11.16,4.82,0.85,50.34,132.69
2017-08-07,39.48,48.55,11.43,5.29,0.56,15.12,132.69
2017-08-08,33.9,48.55,11.38,4.76,0.5,43.31,132.69
2017-08-09,31.33,48.55,11.41,5.06,0.02,39.0,132.69
2017-08-10,27.71,48.55,11.5,3.73,0.0,13.38,132.69
2017-08-11,46.18,48.55,11.49,3.69,0.05,27.68,132.69
2017-08-12,42.11,48.55,11.83,4.45,0.0,18.79,132.69
2017-08-13,23.87,48.55,12.5,4.82,0.0,19.55,132.69
2017-08-14,52.24,48.55,11.81,5.45,0.26,18.83,132.69
2017-08-15,34.61,48.55,10.35,4.65,0.59,14.91,132.69
2017-08-16,39.27,48.55,10.36,4.73,0.6,19.78,132.69
2017-08-17,42.01,48.55,10.3,5.8,0.37,14.83,132.69
2017-08-18,42.01,48.55,10.3,5.8,0.0,14.83,132.69
2017-08-19,42.01,48.55,10.3,5.8,0.0,14.83,132.69
2017-08-20,42.01,48.55,10.3,5.8,0.0,14.83,132.69
2017-08-21,34.46,48.55,10.23,5.85,0.28,14.86,132.69
2017-08-22,29.83,48.55,13.63,5.05,0.59,13.04,132.69
2017-08-23,36.03,48.55,15.48,5.59,0.63,14.83,132.69
2017-08-24,32.77,48.55,10.62,5.43,0.87,13.46,132.69
2017-08-25,56.97,48.55,11.07,4.64,0.44,13.89,132.69
2017-08-26,41.58,48.55,12.14,5.23,0.53,16.03,132.69
2017-08-27,34.32,48.55,11.56,5.08,0.52,17.52,132.69
2017-08-28,79.2,48.55,8.35,5.25,0.27,28.73,132.69
2017-08-29,37.1,48.55,9.64,5.26,0.24,33.28,132.69
2017-08-30,61.29,48.55,10.22,5.12,0.42,29.77,132.69
2017-08-31,40.37,48.55,10.36,4.91,0.27,40.89,132.69
2017-09-01,37.18,48.55,11.24,4.92,0.3,35.94,132.69
2017-09-02,48.82,48.55,9.9,4.76,0.2,33.32,132.69
2017-09-03,34.52,48.55,11.05,4.65,0.22,45.44,132.69
2017-09-04,39.0,48.55,11.17,4.46,0.32,52.5,132.69
2017-09-05,69.85,48.55,8.37,4.36,0.32,57.04,132.69
2017-09-06,31.96,48.55,9.0,4.04,0.23,50.32,132.69
2017-09-07,27.78,48.55,9.08,3.83,0.21,33.91,132.69
2017-09-08,28.24,48.55,8.75,3.53,0.29,19.78,132.69
2017-09-09,19.53,48.55,8.49,8.1,0.37,23.26,132.69
2017-09-10,18.22,48.55,8.52,14.81,0.27,33.22,132.69
2017-09-11,28.14,48.55,8.67,8.11,0.19,33.73,132.69
2017-09-12,40.87,48.55,12.11,6.82,0.23,32.25,132.69
2017-09-13,33.66,48.55,9.45,6.2,0.4,13.16,132.69
2017-09-14,29.41,48.55,9.36,7.94,0.36,33.18,132.69
2017-09-15,36.17,48.55,10.03,12.73,0.22,19.31,132.69
2017-09-16,36.71,48.55,9.87,7.75,0.32,27.23,132.69
2017-09-17,25.13,48.55,10.09,10.15,0.23,17.7,132.69
2017-09-18,25.17,48.55,10.02,5.36,0.32,19.6,132.69
2017-09-19,32.9,48.55,10.36,5.74,0.25,20.92,132.69
2017-09-20,39.01,48.55,6.04,7.53,0.13,25.78,132.69
2017-09-21,31.68,48.55,10.35,16.84,0.11,28.07,132.69
2017-09-22,49.34,48.55,9.66,22.92,0.25,30.08,132.69
2017-09-23,65.67,48.55,8.67,9.82,0.07,42.39,132.69
2017-09-24,85.36,48.55,12.25,14.17,0.16,37.77,132.69
2017-09-25,49.27,48.55,32.29,16.49,0.19,27.56,132.69
2017-09-26,69.26,48.55,24.7,18.8,0.12,32.34,132.69
2017-09-27,51.96,48.55,27.26,25.33,0.37,21.74,33.37
2017-09-28,50.0,48.55,23.67,21.76,0.28,22.01,37.52
2017-09-29,44.9,48.55,15.34,50.51,0.25,30.37,37.52
2017-09-30,29.8,48.55,15.25,22.92,0.34,35.78,37.52
2017-10-01,25.58,48.55,14.93,11.61,0.41,23.47,37.52
2017-10-02,16.59,48.55,12.88,8.99,0.11,31.28,37.52
2017-10-03,25.6,48.55,13.93,19.68,0.77,30.05,37.52
2017-10-04,20.75,48.55,15.77,21.41,0.44,16.24,30.97
2017-10-05,25.51,48.55,14.73,16.78,0.2,33.99,39.69
2017-10-06,38.5,48.55,15.1,12.15,0.44,29.66,59.7
2017-10-07,40.16,48.55,14.14,10.46,0.17,24.72,40.7
2017-10-08,35.37,48.55,14.77,10.51,0.09,35.85,49.16
2017-10-09,35.94,48.55,15.45,14.28,0.25,35.88,64.61
2017-10-10,52.2,48.55,15.98,5.18,0.12,28.71,96.85
2017-10-11,41.34,48.55,20.16,7.64,0.29,40.74,102.21
2017-10-12,35.8,48.55,20.18,3.49,1.06,33.92,126.82
2017-10-13,44.53,48.55,22.36,14.37,1.74,11.17,84.53
2017-10-14,56.36,48.55,21.73,13.82,0.48,24.98,104.29
2017-10-15,37.27,48.55,17.74,11.79,0.45,17.31,82.02
2017-10-16,35.62,48.55,18.88,10.98,0.58,9.19,82.05
2017-10-17,68.01,48.55,19.66,9.8,0.73,6.88,86.07
2017-10-18,193.3,48.55,24.61,22.85,0.77,26.01,66.11
2017-10-19,226.74,48.55,26.9,25.11,0.96,45.95,101.96
2017-10-20,57.62,48.55,19.36,8.8,0.54,38.81,108.72
2017-10-21,30.2,48.55,22.86,7.05,0.57,43.89,98.49
2017-10-22,31.17,48.55,21.36,10.8,0.57,44.44,94.26
2017-10-23,58.59,48.55,25.92,10.73,0.64,65.06,68.64
2017-10-24,53.74,48.55,21.91,11.09,0.63,34.76,113.77
2017-10-25,36.65,48.55,18.11,11.24,0.8,24.77,83.43
2017-10-26,25.9,48.55,19.04,17.26,0.79,14.36,98.61
2017-10-27,31.32,48.55,20.74,6.78,0.76,19.74,105.51
2017-10-28,53.37,48.55,19.51,11.79,0.67,20.15,157.52
2017-10-29,62.08,48.55,21.3,11.68,0.66,29.74,296.43
2017-10-30,19.87,48.55,18.46,9.51,0.61,9.72,228.18
2017-10-31,41.87,48.55,21.69,11.69,1.2,21.9,142.64
2017-11-01,24.56,48.55,20.35,17.43,0.4,11.64,142.64
2017-11-02,27.99,48.55,18.51,14.51,0.59,24.43,113.19
2017-11-03,30.02,48.55,21.2,10.59,0.66,29.09,226.97
2017-11-04,27.1,48.55,23.88,6.35,0.83,21.16,138.93
2017-11-05,24.37,48.55,16.96,6.55,0.77,12.74,104.46
2017-11-06,29.63,48.55,20.49,11.84,1.04,12.67,115.22
2017-11-07,33.67,48.55,21.37,13.26,0.87,9.18,109.71
2017-11-08,37.64,48.55,18.77,13.02,0.83,22.1,115.62
2017-11-09,40.88,48.55,19.51,13.05,0.8,31.39,173.56
2017-11-10,68.58,48.55,24.71,10.05,0.9,24.35,301.18
2017-11-11,70.8,48.55,21.71,12.95,1.1,32.78,247.22
2017-11-12,81.94,48.55,18.9,16.59,0.79,32.86,125.17
2017-11-13,48.07,48.55,27.69,11.35,0.81,26.02,138.19
